ideCadastro	condicao	matricula	idParlamentar	nome	nomeParlamentar	urlFoto	sexo	uf	partido	gabinete	fone	email	none
74553	Titular	207	5830579	JOSÉ CARLOS ALELUIA COSTA	JOSÉ CARLOS ALELUIA	http://www.camara.gov.br/internet/deputado/bandep/74553.jpg	masculino	BA	DEM	854	3215-5854	dep.josecarlosaleluia@camara.gov.br	
178843	Titular	169	5830777	MARX BELTRÃO LIMA SIQUEIRA	MARX BELTRÃO 	http://www.camara.gov.br/internet/deputado/bandep/178843.jpg	masculino	AL	PMDB	474	3215-5474	dep.marxbeltrao@camara.gov.br	
133373	Titular	496	5830634	MARCO AURÉLIO SPALL MAIA	MARCO MAIA	http://www.camara.gov.br/internet/deputado/bandep/133373.jpg	masculino	RS	PT	28	3215-5964	dep.marcomaia@camara.gov.br	
74371	Titular	425	5830485	RUBENS OTONI GOMIDE	RUBENS OTONI	http://www.camara.gov.br/internet/deputado/bandep/74371.jpg	masculino	GO	PT	501	3215-5501	dep.rubensotoni@camara.gov.br	
178876	Titular	417	5830585	CELIO ANTONIO DA SILVEIRA	CÉLIO SILVEIRA	http://www.camara.gov.br/internet/deputado/bandep/178876.jpg	masculino	GO	PSDB	565	3215-5565	dep.celiosilveira@camara.gov.br	
132056	Titular	373	5830342	PAULO SALIM MALUF	PAULO MALUF	http://www.camara.gov.br/internet/deputado/bandep/132056.jpg	masculino	SP	PP	512	3215-5512	dep.paulomaluf@camara.gov.br	
178948	Titular	122	5830685	CARLOS ALBERTO DE SOUSA ROSADO SEGUNDO	BETO ROSADO	http://www.camara.gov.br/internet/deputado/bandep/178948.jpg	masculino	RN	PP	840	3215-5840	dep.betorosado@camara.gov.br	
141483	Titular	45	5830734	LINDOMAR BARBOSA ALVES	LINDOMAR GARÇON	http://www.camara.gov.br/internet/deputado/bandep/141483.jpg	masculino	RO	PMDB	548	3215-5548	dep.lindomargarcon@camara.gov.br	
178994	Titular	61	5830311	DULCE FERREIRA PAGANI MIRANDA	DULCE MIRANDA	http://www.camara.gov.br/internet/deputado/bandep/178994.jpg	feminino	TO	PMDB	530	3215-5530	dep.dulcemiranda@camara.gov.br	
160633	Titular	436	5830643	LUIZ HENRIQUE MANDETTA	MANDETTA	http://www.camara.gov.br/internet/deputado/bandep/160633.jpg	masculino	MS	DEM	577	3215-5577	dep.mandetta@camara.gov.br	
178941	Titular	303	5830620	EZEQUIEL CORTAZ TEIXEIRA	EZEQUIEL TEIXEIRA	http://www.camara.gov.br/internet/deputado/bandep/178941.jpg	masculino	RJ	PMB	210	3215-5210	dep.ezequielteixeira@camara.gov.br	
74784	Titular	371	5830288	LUIZA ERUNDINA DE SOUSA	LUIZA ERUNDINA	http://www.camara.gov.br/internet/deputado/bandep/74784.jpg	feminino	SP	PSB	620	3215-5620	dep.luizaerundina@camara.gov.br	
73788	Titular	462	5830357	RICARDO JOSÉ MAGALHÃES BARROS	RICARDO BARROS	http://www.camara.gov.br/internet/deputado/bandep/73788.jpg	masculino	PR	PP	412	3215-5412	dep.ricardobarros@camara.gov.br	
160559	Titular	486	5830689	ALCEU MOREIRA DA SILVA	ALCEU MOREIRA	http://www.camara.gov.br/internet/deputado/bandep/160559.jpg	masculino	RS	PMDB	238	3215-5238	dep.alceumoreira@camara.gov.br	
178995	Titular	17	5830334	ANTONIO ROBERTO RODRIGUES GÓES DA SILVA	ROBERTO GÓES	http://www.camara.gov.br/internet/deputado/bandep/178995.jpg	masculino	AP	PDT	462	3215-5462	dep.robertogoes@camara.gov.br	
178854	Titular	198	5830666	ELMAR JOSE VIEIRA NASCIMENTO	ELMAR NASCIMENTO	http://www.camara.gov.br/internet/deputado/bandep/178854.jpg	masculino	BA	DEM	935	3215-5935	dep.elmarnascimento@camara.gov.br	
74017	Titular	323	5830551	PAULO FERNANDO FEIJO TORRES	PAULO FEIJÓ	http://www.camara.gov.br/internet/deputado/bandep/74017.jpg	masculino	RJ	PR	336	3215-5336	dep.paulofeijo@camara.gov.br	
73930	Titular	23	5830474	WLADIMIR AFONSO DA COSTA RABELO	WLADIMIR COSTA	http://www.camara.gov.br/internet/deputado/bandep/73930.jpg	masculino	PA	SD	343	3215-5343	dep.wladimircosta@camara.gov.br	
74212	Titular	87	5830497	ANÍBAL FERREIRA GOMES	ANÍBAL GOMES	http://www.camara.gov.br/internet/deputado/bandep/74212.jpg	masculino	CE	PMDB	731	3215-5731	dep.anibalgomes@camara.gov.br	
160641	Titular	15	5830503	MARCIVANIA DO SOCORRO DA ROCHA FLEXA	PROFESSORA MARCIVANIA	http://www.camara.gov.br/internet/deputado/bandep/160641.jpg	feminino	AP	PT	338	3215-5338	dep.professoramarcivania@camara.gov.br	
141470	Titular	103	5830597	JOSÉ NOBRE GUIMARÃES	JOSÉ GUIMARÃES	http://www.camara.gov.br/internet/deputado/bandep/141470.jpg	masculino	CE	PT	306	3215-5306	dep.joseguimaraes@camara.gov.br	
160567	Titular	509	5830428	NELSON MARCHEZAN JÚNIOR	NELSON MARCHEZAN JUNIOR	http://www.camara.gov.br/internet/deputado/bandep/160567.jpg	masculino	RS	PSDB	250	3215-5250	dep.nelsonmarchezanjunior@camara.gov.br	
73437	Titular	340	5830451	PAULO ROBERTO GOMES MANSUR	BETO MANSUR	http://www.camara.gov.br/internet/deputado/bandep/73437.jpg	masculino	SP	PRB	616	3215-5616	dep.betomansur@camara.gov.br	
73586	Titular	250	5830574	JÚLIO CÉSAR DELGADO	JÚLIO DELGADO	http://www.camara.gov.br/internet/deputado/bandep/73586.jpg	masculino	MG	PSB	323	3215-5323	dep.juliodelgado@camara.gov.br	
178861	Titular	216	5830566	RONALDO CARLETTO	RONALDO CARLETTO	http://www.camara.gov.br/internet/deputado/bandep/178861.jpg	masculino	BA	PP	262	3215-5262	dep.ronaldocarletto@camara.gov.br	
178828	Titular	354	5830649	EVANDRO HERRERA BERTONE GUSSI	EVANDRO GUSSI	http://www.camara.gov.br/internet/deputado/bandep/178828.jpg	masculino	SP	PV	433	3215-5433	dep.evandrogussi@camara.gov.br	
178983	Titular	370	5830720	MARCIO LUIZ ALVINO DE SOUZA	MARCIO ALVINO	http://www.camara.gov.br/internet/deputado/bandep/178983.jpg	masculino	SP	PR	331	3215-5331	dep.marcioalvino@camara.gov.br	
74253	Titular	308	5830411	JULIO LUIZ BAPTISTA LOPES	JULIO LOPES	http://www.camara.gov.br/internet/deputado/bandep/74253.jpg	masculino	RJ	PP	544	3215-5544	dep.juliolopes@camara.gov.br	
178991	Titular	390	5830603	SERGIO BAVINI	SÉRGIO REIS	http://www.camara.gov.br/internet/deputado/bandep/178991.jpg	masculino	SP	PRB	213	3215-5213	dep.sergioreis@camara.gov.br	
74787	Titular	374	5830520	MILTON ANTONIO CASQUEL MONTI	MILTON MONTI	http://www.camara.gov.br/internet/deputado/bandep/74787.jpg	masculino	SP	PR	328	3215-5328	dep.miltonmonti@camara.gov.br	
160673	Titular	502	5830766	GIOVANI CHERINI	GIOVANI CHERINI	http://www.camara.gov.br/internet/deputado/bandep/160673.jpg	masculino	RS	PDT	468	3215-5468	dep.giovanicherini@camara.gov.br	
160517	Titular	280	5830457	PAULO ROBERTO FOLETTO	PAULO FOLETTO	http://www.camara.gov.br/internet/deputado/bandep/160517.jpg	masculino	ES	PSB	839	3215-5839	dep.paulofoletto@camara.gov.br	
74665	Titular	240	5830468	JAIME MARTINS FILHO	JAIME MARTINS	http://www.camara.gov.br/internet/deputado/bandep/74665.jpg	masculino	MG	PSD	904	3215-5904	dep.jaimemartins@camara.gov.br	
73692	Titular	497	5830557	OSMAR GASPARINI TERRA	OSMAR TERRA	http://www.camara.gov.br/internet/deputado/bandep/73692.jpg	masculino	RS	PMDB	927	3215-5927	dep.osmarterra@camara.gov.br	
178872	Titular	276	5830706	GIVALDO VIEIRA DA SILVA	GIVALDO VIEIRA	http://www.camara.gov.br/internet/deputado/bandep/178872.jpg	masculino	ES	PT	805	3215-5805	dep.givaldovieira@camara.gov.br	
74210	Titular	85	5830511	JOSÉ SARNEY FILHO	SARNEY FILHO	http://www.camara.gov.br/internet/deputado/bandep/74210.jpg	masculino	MA	PV	202	3215-5202	dep.sarneyfilho@camara.gov.br	
74140	Titular	197	5830760	JOSÉ CARLOS LEÃO DE ARAÚJO	JOSÉ CARLOS ARAÚJO	http://www.camara.gov.br/internet/deputado/bandep/74140.jpg	masculino	BA	PSD	232	3215-5232	dep.josecarlosaraujo@camara.gov.br	
74270	Titular	360	5830514	GILBERTO NASCIMENTO SILVA	GILBERTO NASCIMENTO	http://www.camara.gov.br/internet/deputado/bandep/74270.jpg	masculino	SP	PSC	834	3215-5834	dep.gilbertonascimento@camara.gov.br	
178946	Titular	328	5830365	SORAYA ALENCAR DOS SANTOS	SORAYA SANTOS	http://www.camara.gov.br/internet/deputado/bandep/178946.jpg	feminino	RJ	PMDB	352	3215-5352	dep.sorayasantos@camara.gov.br	
73701	Titular	291	5830660	BENEDITA SOUZA DA SILVA SAMPAIO	BENEDITA DA SILVA	http://www.camara.gov.br/internet/deputado/bandep/73701.jpg	feminino	RJ	PT	330	3215-5330	dep.beneditadasilva@camara.gov.br	
178911	Titular	35	5830394	SIMONE MARIA MORGADO FERREIRA	SIMONE MORGADO	http://www.camara.gov.br/internet/deputado/bandep/178911.jpg	feminino	PA	PMDB	440	3215-5440	dep.simonemorgado@camara.gov.br	
178934	Titular	470	5830417	ANTONIO WANDSCHEER	TONINHO WANDSCHEER	http://www.camara.gov.br/internet/deputado/bandep/178934.jpg	masculino	PR	PMB	902	3215-5902	dep.toninhowandscheer@camara.gov.br	
178986	Titular	382	5830749	NILTO IGNACIO TATTO	NILTO TATTO	http://www.camara.gov.br/internet/deputado/bandep/178986.jpg	masculino	SP	PT	267	3215-5267	dep.niltotatto@camara.gov.br	
74060	Titular	188	5830345	DANIEL GOMES DE ALMEIDA	DANIEL ALMEIDA	http://www.camara.gov.br/internet/deputado/bandep/74060.jpg	masculino	BA	PCdoB	317	3215-5317	dep.danielalmeida@camara.gov.br	
171623	Titular	178	5830680	FABIO DE ALMEIDA REIS	FABIO REIS	http://www.camara.gov.br/internet/deputado/bandep/171623.jpg	masculino	SE	PMDB	456	3215-5456	dep.fabioreis@camara.gov.br	
178886	Titular	79	5830606	JOSE JUSCELINO DOS SANTOS REZENDE FILHO	JUSCELINO FILHO	http://www.camara.gov.br/internet/deputado/bandep/178886.jpg	masculino	MA	PMB	370	3215-5370	dep.juscelinofilho@camara.gov.br	
163321	Titular	517	5830723	RONALDO NOGUEIRA DE OLIVEIRA	RONALDO NOGUEIRA	http://www.camara.gov.br/internet/deputado/bandep/163321.jpg	masculino	RS	PTB	625	3215-5625	dep.ronaldonogueira@camara.gov.br	
178962	Titular	492	5830302	ANTONIO CARLOS GOMES DA SILVA	CARLOS GOMES	http://www.camara.gov.br/internet/deputado/bandep/178962.jpg	masculino	RS	PRB	285	3215-5285	dep.carlosgomes@camara.gov.br	
186775	Titular	544	5830835	FRANKLIN ROBERTO DE LIMA SOUZA	PASTOR FRANKLIN	http://www.camara.gov.br/internet/deputado/bandep/186775.jpg	masculino	MG	PMB	627	3215-5627	dep.pastorfranklin@camara.gov.br	
141450	Titular	306	5830320	HUGO LEAL MELO DA SILVA	HUGO LEAL	http://www.camara.gov.br/internet/deputado/bandep/141450.jpg	masculino	RJ	PROS	631	3215-5631	dep.hugoleal@camara.gov.br	
160553	Titular	189	5830609	ANTONIO LUIZ PARANHOS RIBEIRO LEITE DE BRITO	ANTONIO BRITO	http://www.camara.gov.br/internet/deputado/bandep/160553.jpg	masculino	BA	PTB	479	3215-5479	dep.antoniobrito@camara.gov.br	
74374	Titular	435	5830512	GERALDO RESENDE PEREIRA	GERALDO RESENDE	http://www.camara.gov.br/internet/deputado/bandep/74374.jpg	masculino	MS	PMDB	905	3215-5905	dep.geraldoresende@camara.gov.br	
141398	Titular	398	5830561	CARLOS ALBERTO ROLIM ZARATTINI	CARLOS ZARATTINI	http://www.camara.gov.br/internet/deputado/bandep/141398.jpg	masculino	SP	PT	808	3215-5808	dep.carloszarattini@camara.gov.br	
178961	Titular	8	5830489	SHÉRIDAN ESTÉRFANY OLIVEIRA DE ANCHIETA	SHÉRIDAN	http://www.camara.gov.br/internet/deputado/bandep/178961.jpg	feminino	RR	PSDB	246	3215-5246	dep.sheridan@camara.gov.br	
74351	Titular	30	5830632	JOSUÉ BENGTSON	JOSUÉ BENGTSON	http://www.camara.gov.br/internet/deputado/bandep/74351.jpg	masculino	PA	PTB	505	3215-5505	dep.josuebengtson@camara.gov.br	
178951	Titular	123	5830775	RAFAEL HUETE DA MOTTA	RAFAEL MOTTA	http://www.camara.gov.br/internet/deputado/bandep/178951.jpg	masculino	RN	PROS	737	3215-5737	dep.rafaelmotta@camara.gov.br	
141518	Titular	372	5830369	PAULO PEREIRA DA SILVA	PAULO PEREIRA DA SILVA	http://www.camara.gov.br/internet/deputado/bandep/141518.jpg	masculino	SP	SD	217	3215-5217	dep.paulopereiradasilva@camara.gov.br	
160558	Titular	380	5830701	PAULO ROBERTO FREIRE DA COSTA	PAULO FREIRE	http://www.camara.gov.br/internet/deputado/bandep/160558.jpg	masculino	SP	PR	416	3215-5416	dep.paulofreire@camara.gov.br	
160599	Titular	231	5830297	DIMAS FABIANO TOLEDO JÚNIOR	DIMAS FABIANO	http://www.camara.gov.br/internet/deputado/bandep/160599.jpg	masculino	MG	PP	325	3215-5325	dep.dimasfabiano@camara.gov.br	
160649	Titular	471	5830346	ESPERIDIÃO AMIN HELOU FILHO	ESPERIDIÃO AMIN	http://www.camara.gov.br/internet/deputado/bandep/160649.jpg	masculino	SC	PP	252	3215-5252	dep.esperidiaoamin@camara.gov.br	
178836	Titular	53	5830326	ALAN RICK MIRANDA	ALAN RICK	http://www.camara.gov.br/internet/deputado/bandep/178836.jpg	masculino	AC	PRB	650	3215-5650	dep.alanrick@camara.gov.br	
143632	Titular	97	5830652	DOMINGOS GOMES DE AGUIAR NETO	DOMINGOS NETO	http://www.camara.gov.br/internet/deputado/bandep/143632.jpg	masculino	CE	PMB	546	3215-5546	dep.domingosneto@camara.gov.br	
141503	Titular	246	5830724	MARIA DO SOCORRO JÔ MORAES	JÔ MORAES	http://www.camara.gov.br/internet/deputado/bandep/141503.jpg	feminino	MG	PCdoB	322	3215-5322	dep.jomoraes@camara.gov.br	
166401	Titular	405	5830675	NILSON APARECIDO LEITÃO	NILSON LEITÃO	http://www.camara.gov.br/internet/deputado/bandep/166401.jpg	masculino	MT	PSDB	825	3215-5825	dep.nilsonleitao@camara.gov.br	
74439	Titular	164	5830303	WOLNEY QUEIROZ MACIEL	WOLNEY QUEIROZ	http://www.camara.gov.br/internet/deputado/bandep/74439.jpg	masculino	PE	PDT	936	3215-5936	dep.wolneyqueiroz@camara.gov.br	
160602	Titular	18	5830744	ARNALDO JORDY FIGUEIREDO	ARNALDO JORDY	http://www.camara.gov.br/internet/deputado/bandep/160602.jpg	masculino	PA	PPS	506	3215-5506	dep.arnaldojordy@camara.gov.br	
74079	Titular	26	5830495	JOSÉ BENITO PRIANTE JÚNIOR	JOSÉ PRIANTE	http://www.camara.gov.br/internet/deputado/bandep/74079.jpg	masculino	PA	PMDB	752	3215-5752	dep.josepriante@camara.gov.br	
73424	Titular	327	5830589	SIMÃO SESSIM	SIMÃO SESSIM	http://www.camara.gov.br/internet/deputado/bandep/73424.jpg	masculino	RJ	PP	709	3215-5709	dep.simaosessim@camara.gov.br	
160596	Titular	423	5830638	HEULER ABREU CRUVINEL	HEULER CRUVINEL	http://www.camara.gov.br/internet/deputado/bandep/160596.jpg	masculino	GO	PSD	536	3215-5536	dep.heulercruvinel@camara.gov.br	
178987	Titular	386	5830446	ORLANDO SILVA DE JESUS JUNIOR	ORLANDO SILVA	http://www.camara.gov.br/internet/deputado/bandep/178987.jpg	masculino	SP	PCdoB	923	3215-5923	dep.orlandosilva@camara.gov.br	
160628	Titular	153	5830532	LUCIANA BARBOSA DE OLIVEIRA SANTOS	LUCIANA SANTOS	http://www.camara.gov.br/internet/deputado/bandep/160628.jpg	feminino	PE	PCdoB	524	3215-5524	dep.lucianasantos@camara.gov.br	
178932	Titular	461	5830581	MARCELO BELINATI MARTINS	MARCELO BELINATI	http://www.camara.gov.br/internet/deputado/bandep/178932.jpg	masculino	PR	PP	268	3215-5268	dep.marcelobelinati@camara.gov.br	
178895	Titular	245	5830681	MISAEL ARTUR FERREIRA VARELLA	MISAEL VARELLA	http://www.camara.gov.br/internet/deputado/bandep/178895.jpg	masculino	MG	DEM	721	3215-5721	dep.misaelvarella@camara.gov.br	
152610	Titular	387	5830289	BENEDITO ROBERTO ALVES FERREIRA	ROBERTO ALVES	http://www.camara.gov.br/internet/deputado/bandep/152610.jpg	masculino	SP	PRB	946	3215-5946	dep.robertoalves@camara.gov.br	
178912	Titular	135	5830538	PEDRO OLIVEIRA CUNHA LIMA	PEDRO CUNHA LIMA	http://www.camara.gov.br/internet/deputado/bandep/178912.jpg	masculino	PB	PSDB	611	3215-5611	dep.pedrocunhalima@camara.gov.br	
160556	Titular	259	5830781	JOÃO CARLOS SIQUEIRA	PADRE JOÃO	http://www.camara.gov.br/internet/deputado/bandep/160556.jpg	masculino	MG	PT	743	3215-5743	dep.padrejoao@camara.gov.br	
141542	Titular	512	5830340	SÉRGIO IVAN MORAES	SÉRGIO MORAES	http://www.camara.gov.br/internet/deputado/bandep/141542.jpg	masculino	RS	PTB	258	3215-5258	dep.sergiomoraes@camara.gov.br	
67138	Titular	113	5830389	IRACEMA MARIA PORTELLA NUNES NOGUEIRA LIMA	IRACEMA PORTELLA	http://www.camara.gov.br/internet/deputado/bandep/67138.jpg	feminino	PI	PP	924	3215-5924	dep.iracemaportella@camara.gov.br	
141464	Titular	101	5830501	JOSÉ AIRTON FÉLIX CIRILO DA SILVA	JOSÉ AIRTON CIRILO	http://www.camara.gov.br/internet/deputado/bandep/141464.jpg	masculino	CE	PT	319	3215-5319	dep.joseairtoncirilo@camara.gov.br	
94931	Titular	205	5830430	LÚCIO QUADROS VIEIRA LIMA	LUCIO VIEIRA LIMA	http://www.camara.gov.br/internet/deputado/bandep/94931.jpg	masculino	BA	PMDB	612	3215-5612	dep.luciovieiralima@camara.gov.br	
76287	Titular	311	5830762	MARCELO VIVIANI GONÇALVES	MARCELO MATOS	http://www.camara.gov.br/internet/deputado/bandep/76287.jpg	masculino	RJ	PDT	579	3215-5579	dep.marcelomatos@camara.gov.br	
160570	Titular	505	5830478	JERÔNIMO PIZZOLOTTO GOERGEN	JERÔNIMO GOERGEN	http://www.camara.gov.br/internet/deputado/bandep/160570.jpg	masculino	RS	PP	316	3215-5316	dep.jeronimogoergen@camara.gov.br	
97707	Titular	115	5830716	HERÁCLITO DE SOUSA FORTES	HERÁCLITO FORTES	http://www.camara.gov.br/internet/deputado/bandep/97707.jpg	masculino	PI	PSB	708	3215-5708	dep.heraclitofortes@camara.gov.br	
160669	Titular	99	5830384	GENECIAS MATEUS NORONHA	GENECIAS NORONHA	http://www.camara.gov.br/internet/deputado/bandep/160669.jpg	masculino	CE	SD	244	3215-5244	dep.geneciasnoronha@camara.gov.br	
178931	Titular	457	5830407	LUCIANO DUCCI	LUCIANO DUCCI	http://www.camara.gov.br/internet/deputado/bandep/178931.jpg	masculino	PR	PSB	427	3215-5427	dep.lucianoducci@camara.gov.br	
178920	Titular	157	5830593	RICARDO TEOBALDO CAVALCANTI	RICARDO TEOBALDO 	http://www.camara.gov.br/internet/deputado/bandep/178920.jpg	masculino	PE	PTB	603	3215-5603	dep.ricardoteobaldo@camara.gov.br	
160509	Titular	476	5830670	JORGINHO DOS SANTOS MELLO	JORGINHO MELLO	http://www.camara.gov.br/internet/deputado/bandep/160509.jpg	masculino	SC	PR	329	3215-5329	dep.jorginhomello@camara.gov.br	
113247	Titular	393	5830355	VALMIR PRASCIDELLI	VALMIR PRASCIDELLI	http://www.camara.gov.br/internet/deputado/bandep/113247.jpg	masculino	SP	PT	837	3215-5837	dep.valmirprascidelli@camara.gov.br	
178856	Titular	200	5830693	JOAO GUALBERTO VASCONCELOS	JOÃO GUALBERTO	http://www.camara.gov.br/internet/deputado/bandep/178856.jpg	masculino	BA	PSDB	358	3215-5358	dep.joaogualberto@camara.gov.br	
160619	Titular	201	5830570	JOSÉ NUNES SOARES	JOSÉ NUNES	http://www.camara.gov.br/internet/deputado/bandep/160619.jpg	masculino	BA	PSD	728	3215-5728	dep.josenunes@camara.gov.br	
160592	Titular	468	5830576	JOSÉ CARLOS BECKER DE OLIVEIRA E SILVA	ZECA DIRCEU	http://www.camara.gov.br/internet/deputado/bandep/160592.jpg	masculino	PR	PT	613	3215-5613	dep.zecadirceu@camara.gov.br	
178956	Titular	51	5830624	MARIANA FONSECA RIBEIRO CARVALHO DE MORAES	MARIANA CARVALHO	http://www.camara.gov.br/internet/deputado/bandep/178956.jpg	feminino	RO	PSDB	508	3215-5508	dep.marianacarvalho@camara.gov.br	
160976	Titular	392	5830378	FRANCISCO EVERARDO OLIVEIRA SILVA	TIRIRICA	http://www.camara.gov.br/internet/deputado/bandep/160976.jpg	masculino	SP	PR	637	3215-5637	dep.tiririca@camara.gov.br	
160588	Titular	228	5830547	DIEGO LEONARDO DE ANDRADE CARVALHO	DIEGO ANDRADE	http://www.camara.gov.br/internet/deputado/bandep/160588.jpg	masculino	MG	PSD	307	3215-5307	dep.diegoandrade@camara.gov.br	
178852	Titular	12	5830524	MARCOS JOSE REATEGUI SOUZA	MARCOS REATEGUI	http://www.camara.gov.br/internet/deputado/bandep/178852.jpg	masculino	AP	PSC	344	3215-5344	dep.marcosreategui@camara.gov.br	
136811	Titular	487	5830647	JOSÉ ALFONSO EBERT HAMM	AFONSO HAMM	http://www.camara.gov.br/internet/deputado/bandep/136811.jpg	masculino	RS	PP	604	3215-5604	dep.afonsohamm@camara.gov.br	
74356	Titular	39	5830401	SILAS CÂMARA	SILAS CÂMARA	http://www.camara.gov.br/internet/deputado/bandep/74356.jpg	masculino	AM	PSD	532	3215-5532	dep.silascamara@camara.gov.br	
178902	Titular	440	5830424	JOSE ORCIRIO MIRANDA DOS SANTOS	ZECA DO PT	http://www.camara.gov.br/internet/deputado/bandep/178902.jpg	masculino	MS	PT	860	3215-5860	dep.zecadopt@camara.gov.br	
178888	Titular	82	5830507	CARLOS VICTOR GUTERRES MENDES	VICTOR MENDES	http://www.camara.gov.br/internet/deputado/bandep/178888.jpg	masculino	MA	PMB	580	3215-5580	dep.victormendes@camara.gov.br	
178957	Titular	1	5830756	ABEL SALVADOR MESQUITA JUNIOR	ABEL MESQUITA JR.	http://www.camara.gov.br/internet/deputado/bandep/178957.jpg	masculino	RR	PDT	248	3215-5248	dep.abelmesquitajr@camara.gov.br	
74057	Titular	180	5830470	ALICE MAZZUCO PORTUGAL	ALICE PORTUGAL	http://www.camara.gov.br/internet/deputado/bandep/74057.jpg	feminino	BA	PCdoB	420	3215-5420	dep.aliceportugal@camara.gov.br	
160426	Titular	413	5830553	ROGÉRIO SCHUMANN ROSSO	ROGÉRIO ROSSO	http://www.camara.gov.br/internet/deputado/bandep/160426.jpg	masculino	DF	PSD	283	3215-5283	dep.rogeriorosso@camara.gov.br	
141516	Titular	263	5830616	PAULO ABI-ACKEL	PAULO ABI-ACKEL	http://www.camara.gov.br/internet/deputado/bandep/141516.jpg	masculino	MG	PSDB	460	3215-5460	dep.pauloabiackel@camara.gov.br	
74848	Titular	305	5830367	JANDIRA FEGHALI	JANDIRA FEGHALI	http://www.camara.gov.br/internet/deputado/bandep/74848.jpg	feminino	RJ	PCdoB	622	3215-5622	dep.jandirafeghali@camara.gov.br	
74172	Titular	298	5830564	WANDERLEY ALVES DE OLIVEIRA	DELEY	http://www.camara.gov.br/internet/deputado/bandep/74172.jpg	masculino	RJ	PTB	742	3215-5742	dep.deley@camara.gov.br	
73666	Titular	419	5830361	JOVAIR DE OLIVEIRA ARANTES	JOVAIR ARANTES	http://www.camara.gov.br/internet/deputado/bandep/73666.jpg	masculino	GO	PTB	504	3215-5504	dep.jovairarantes@camara.gov.br	
178913	Titular	137	5830710	VENEZIANO VITAL DO RÊGO SEGUNDO NETO	VENEZIANO VITAL DO RÊGO	http://www.camara.gov.br/internet/deputado/bandep/178913.jpg	masculino	PB	PMDB	833	3215-5833	dep.venezianovitaldorego@camara.gov.br	
92346	Titular	352	5830315	EDUARDO NANTES BOLSONARO	EDUARDO BOLSONARO	http://www.camara.gov.br/internet/deputado/bandep/92346.jpg	masculino	SP	PSC	481	3215-5481	dep.eduardobolsonaro@camara.gov.br	
141487	Titular	256	5830610	LUIZ FERNANDO RAMOS FARIA	LUIZ FERNANDO FARIA	http://www.camara.gov.br/internet/deputado/bandep/141487.jpg	masculino	MG	PP	832	3215-5832	dep.luizfernandofaria@camara.gov.br	
93472	Titular	296	5830347	CRISTIANE BRASIL FRANCISCO	CRISTIANE BRASIL	http://www.camara.gov.br/internet/deputado/bandep/93472.jpg	feminino	RJ	PTB	644	3215-5644	dep.cristianebrasil@camara.gov.br	
178981	Titular	362	5830513	HERCULANO CASTILHO PASSOS JUNIOR	HERCULANO PASSOS	http://www.camara.gov.br/internet/deputado/bandep/178981.jpg	masculino	SP	PSD	926	3215-5926	dep.herculanopassos@camara.gov.br	
178897	Titular	260	5830584	RODRIGO OTAVIO SOARES PACHECO	RODRIGO PACHECO	http://www.camara.gov.br/internet/deputado/bandep/178897.jpg	masculino	MG	PMDB	720	3215-5720	dep.rodrigopacheco@camara.gov.br	
178847	Titular	37	5830441	ARTHUR VIRGILIO DO CARMO RIBEIRO BISNETO	ARTHUR VIRGÍLIO BISNETO	http://www.camara.gov.br/internet/deputado/bandep/178847.jpg	masculino	AM	PSDB	583	3215-5583	dep.arthurvirgiliobisneto@camara.gov.br	
141439	Titular	293	5830298	FRANCISCO JOSÉ D'ANGELO PINTO	CHICO D'ANGELO	http://www.camara.gov.br/internet/deputado/bandep/141439.jpg	masculino	RJ	PT	542	3215-5542	dep.chicodangelo@camara.gov.br	
74171	Titular	295	5830653	FRANCISCO RODRIGUES DE ALENCAR FILHO	CHICO ALENCAR	http://www.camara.gov.br/internet/deputado/bandep/74171.jpg	masculino	RJ	PSOL	848	3215-5848	dep.chicoalencar@camara.gov.br	
160541	Titular	162	5830321	ARTHUR CÉSAR PEREIRA DE LIRA	ARTHUR LIRA	http://www.camara.gov.br/internet/deputado/bandep/160541.jpg	masculino	AL	PP	942	3215-5942	dep.arthurlira@camara.gov.br	
141536	Titular	134	5830776	RÔMULO JOSÉ DE GOUVEIA	RÔMULO GOUVEIA	http://www.camara.gov.br/internet/deputado/bandep/141536.jpg	masculino	PB	PSD	411	3215-5411	dep.romulogouveia@camara.gov.br	
178832	Titular	453	5830676	LEANDRE DAL PONTE	LEANDRE	http://www.camara.gov.br/internet/deputado/bandep/178832.jpg	feminino	PR	PV	454	3215-5454	dep.leandre@camara.gov.br	
74352	Titular	31	5830421	NILSON PINTO DE OLIVEIRA	NILSON PINTO	http://www.camara.gov.br/internet/deputado/bandep/74352.jpg	masculino	PA	PSDB	527	3215-5527	dep.nilsonpinto@camara.gov.br	
160565	Titular	366	5830398	MARA CRISTINA GABRILLI	MARA GABRILLI	http://www.camara.gov.br/internet/deputado/bandep/160565.jpg	feminino	SP	PSDB	226	3215-5226	dep.maragabrilli@camara.gov.br	
141513	Titular	232	5830796	OLAVO BILAC PINTO NETO	BILAC PINTO	http://www.camara.gov.br/internet/deputado/bandep/141513.jpg	masculino	MG	PR	806	3215-5806	dep.bilacpinto@camara.gov.br	
